label,image
0_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_0_blue.png
0_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_0_red.png
0_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_0_green.png
0_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_0_yellow.png
0_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_0_black.png
1_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_1_blue.png
1_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_1_red.png
1_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_1_green.png
1_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_1_yellow.png
1_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_1_black.png
2_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_2_blue.png
2_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_2_red.png
2_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_2_green.png
2_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_2_yellow.png
2_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_2_black.png
3_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_3_blue.png
3_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_3_red.png
3_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_3_green.png
3_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_3_yellow.png
3_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_3_black.png
4_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_4_blue.png
4_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_4_red.png
4_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_4_green.png
4_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_4_yellow.png
4_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_4_black.png
5_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_5_blue.png
5_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_5_red.png
5_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_5_green.png
5_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_5_yellow.png
5_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_5_black.png
6_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_6_blue.png
6_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_6_red.png
6_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_6_green.png
6_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_6_yellow.png
6_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_6_black.png
7_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_7_blue.png
7_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_7_red.png
7_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_7_green.png
7_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_7_yellow.png
7_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_7_black.png
8_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_8_blue.png
8_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_8_red.png
8_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_8_green.png
8_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_8_yellow.png
8_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_8_black.png
9_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/card_9_blue.png
