label,image,item-count
hoax23,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/725fd472-983b-4613-87ad-3270c948bb81.jpg?alt=media&token=6b4c9261-41be-4e00-a0e2-dd4ab39f1af9,1
khind19,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/4a13fa36-96d0-4823-a034-19c52bfb8adc.jpg?alt=media&token=4af33e5c-1c23-4a6d-a1d1-85b8b2bfa92f,1
mimix00,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/9f6ece33-1717-421a-b2fd-751085d5c3f0.jpg?alt=media&token=0b31bb69-2f0a-4354-8dc3-37c8d15be69d,0
mimix03,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3655073a-f5cc-457c-b7b4-6d4d1b52f8fb.jpg?alt=media&token=2ff4e4eb-88f3-4450-97d6-345dd4890dc2,1
mimix04,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/15747f97-58a0-4e64-8bfe-af438cc407aa.jpg?alt=media&token=a5218d0c-bcf3-4895-8bdc-d5fc5b81c476,1
mimix05,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/9072d60c-b4cd-4fff-a26b-8b1cf3ba617f.jpg?alt=media&token=2545adc5-7fcf-4832-a405-03f7af582a3b,1
mimix07,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/cdbe4e71-ee36-4e20-8917-69e0393180ee.jpg?alt=media&token=996e2b7c-72f4-482d-8f13-3dd9ccbff033,1
mimix08,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/f7ad3c3e-f8bd-456f-bd7d-d3d702ddf144.jpg?alt=media&token=d20ab241-148b-4b73-98ac-010135dd11dc,1
mimix09,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/cf4859bc-e2aa-497c-9741-f0935f4cb672.jpg?alt=media&token=6feacf1a-894f-4b55-8f74-5bea9dfe25c7,1
mimix10,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/7f10bf1c-01fe-4591-a821-7438a20ed2b5.jpg?alt=media&token=2fd76cde-c434-464d-a553-345a1d840c9e,1
mimix11,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/ccb2db53-496d-4053-96d6-1473ed8d9404.jpg?alt=media&token=f2474d38-881b-4328-be12-8b6afac4e0d2,1
mimix12,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/b75c93e3-4e00-4a5c-b382-1347366d54a6.jpg?alt=media&token=d8695bd8-3ef7-401a-b740-4228cdad1bf8,1
mimix13,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/86ab5447-5865-484c-81da-c25860905f64.jpg?alt=media&token=94653553-1aaf-4783-98b1-b1ee7e205cd7,1
mimix14,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/5baf72a8-6439-4045-83a6-d32348e0a662.jpg?alt=media&token=42351834-f303-4fa0-9aae-c93167aef47a,1
mimix16,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/10d89126-cc4c-4269-95d2-3498f61ab88f.jpg?alt=media&token=8f173749-c056-4808-8aad-d71594eab675,1
mimix17,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/9eb7750e-e39f-4b02-bd46-c8580ddc4d18.jpg?alt=media&token=988ea654-45bf-43fa-9ba8-05dc7e0bc6a3,1
mimix18,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/23a43ce9-4cb0-4559-a55b-ae1f4bb74516.jpg?alt=media&token=af275d5b-9e3b-4aaf-8a88-0bc692d50912,1
mimix19,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3bbba4f8-d33c-47ba-a389-021a43065f45.jpg?alt=media&token=d9333375-5641-40cb-b5d8-6e1f057d78e6,1
mimix20,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/a80eca78-36cf-4293-8eb7-7403a6a5946c.jpg?alt=media&token=7104533b-bc78-4b3f-91a5-ce9d0f09f8ef,1
mimix21,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3fe6aa40-7f68-4b5d-9485-b6d3d7a21fb5.jpg?alt=media&token=abdf38af-fb86-4499-88f7-063f86583577,1
mimix22,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/f6065239-7e0c-4926-a028-f14efaf39797.jpg?alt=media&token=175dbf33-608e-469f-b79d-0a609ea3a527,1
