label,image,item-count
khind31,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/ffefe9da-4b5d-477b-8a81-24d7d6805538.jpg?alt=media&token=31a3b62b-7fcf-415f-af57-61f8d44a3683,1
mimix15,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/a0a33929-6c8f-4f1d-afe8-a7c198adcb6c.jpg?alt=media&token=5eae767e-93b3-45c3-854e-0e38532f25da,1
mutant103,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/6fe95dc2-7b63-44bb-9c7d-4daf994fe961.jpg?alt=media&token=29f4fe4f-67d3-423c-8d30-c2cc29475ef3,1
pillar00,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/e9ba1110-8446-47a1-9697-263954dcde3d.jpg?alt=media&token=7c8596cc-3666-40c3-8c79-5f15283777c8,0
pillar01,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/84b7c5c3-a304-4905-98c6-77ecf16250d5.jpg?alt=media&token=c7d95035-3c33-4251-9142-0d555f9e67d5,1
pillar02,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/c40e86eb-dd26-42a7-acef-d13a70aee24b.jpg?alt=media&token=c19e64cb-3dbc-49f2-8aff-e67cb517d89b,1
pillar03,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/e21fdce8-7477-462f-8784-981df13394ca.jpg?alt=media&token=ed4aec2c-93d0-452e-90fd-f4b8e0dd7cfd,1
pillar04,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/f6708cd2-2d5c-4279-acf8-c267d6dfafc5.jpg?alt=media&token=fbace616-1ea9-4357-8066-9a2d2b419994,1
pillar05,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/8ee1a854-f412-45ae-8958-247c87a1b1bd.jpg?alt=media&token=41a7d1af-4fd6-4ea0-b933-cf027fa1ca74,1
pillar06,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/b824c6af-5b76-4866-b189-e9586834e129.jpg?alt=media&token=95766480-8868-4406-ac90-37ae19c7c5db,1
pillar07,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/82be13f0-e7a9-4b97-9402-6f042c064d3e.jpg?alt=media&token=cd281679-a23f-461e-ab31-3e6b13501d7a,1
pillar08,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/fb64c260-d5ee-4f06-a05b-5e1fe6500f58.jpg?alt=media&token=9e864689-960a-41db-af73-d25ead82395c,1
pillar09,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/b041e8de-2001-48c9-b3c4-b1028555a32b.jpg?alt=media&token=91764ba1-faaf-47f0-9bc3-8fcb7aaf7998,1
pillar10,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/65802e96-ae2b-438b-97b8-634a44d1423d.jpg?alt=media&token=5f3f4bb1-a1db-411a-a936-5524b54c052e,1
pillar11,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/192f4b87-adb9-4d20-b48a-48c9e9d9c671.jpg?alt=media&token=1fdd0d22-a619-43da-94fb-59de33c3dd66,1
pillar12,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/94cefd2e-9b28-4e67-9399-f275663633ae.jpg?alt=media&token=c22bc77b-69c8-4a2e-a256-d9229b56ca84,1
pillar14,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/7d707656-fea3-46fb-8588-7438f7508895.jpg?alt=media&token=a07c7685-a3c1-46f5-b03f-cb199be4d869,1
pillar15,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/809444a8-1cdf-408a-b3da-242896b8041b.jpg?alt=media&token=efc08a10-8a70-48de-b9ec-0dd1c2ebb29b,1
pillar16,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/de13a89b-ebd2-4734-b191-5d7c8543c61c.jpg?alt=media&token=3bf8e726-1cad-4931-a2c0-c983a879e5b7,1
