label,image
0_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_0_blue.png
0_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_0_red.png
0_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_0_green.png
0_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_0_yellow.png
0_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_0_black.png
0_orange,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_0_orange.png
0_purple,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_0_purple.png
0_white,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_0_white.png
1_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_1_blue.png
1_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_1_red.png
1_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_1_green.png
1_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_1_yellow.png
1_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_1_black.png
1_orange,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_1_orange.png
1_purple,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_1_purple.png
1_white,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_1_white.png
2_blue,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_2_blue.png
2_red,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_2_red.png
2_green,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_2_green.png
2_yellow,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_2_yellow.png
2_black,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_2_black.png
2_orange,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_2_orange.png
2_purple,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/generic/card_2_purple.png
